sex,row_number,liters_drunk,age,drink,check_number,label
1,54.0,4,33,Beerbeer,849,1
0,63.0,4,73,Bugbeer,3826,0
0,80.0,3,74,Water,5303,1
0,24.0,4,68,Fanta,9613,0
0,23.0,3,76,Cola,1190,1
0,66.0,2,38,Cola,5600,1
0,32.0,3,48,Cola,1968,0
1,78.0,0,52,Fanta,7036,0
0,66.0,4,27,Fanta,9109,1
1,32.0,3,22,Water,9349,0
1,52.0,3,28,Cola,5968,1
1,53.0,1,66,Strong beer,7416,0
0,75.0,0,45,Fanta,6863,1
1,40.0,2,15,Fanta,6755,1
0,22.0,5,77,Beerbeer,2860,0
0,11.0,0,34,Fanta,3579,0
1,88.0,2,64,Strong beer,7512,1
0,25.0,2,74,Cola,1889,1
1,40.0,4,38,Cola,4835,1
0,82.0,5,78,Fanta,2199,0
0,64.0,5,75,Beerbeer,4380,0
1,0.0,3,48,Water,3185,1
1,23.0,1,28,Bugbeer,8478,1
1,93.0,3,77,Bugbeer,4977,1
1,63.0,2,19,Cola,9063,0
0,22.0,5,47,Strong beer,643,1
1,18.0,3,29,Bugbeer,7098,0
1,23.0,3,19,Cola,2365,1
0,61.0,3,69,Beerbeer,5758,0
0,37.0,0,66,Cola,1111,0
0,67.0,3,37,Water,2400,1
0,29.0,5,71,Water,4489,1
1,8.0,0,50,Cola,3427,1
1,64.0,5,34,Bugbeer,6949,1
1,10.0,1,56,Beerbeer,3505,1
0,74.0,4,66,Fanta,4168,0
0,52.0,1,24,Beerbeer,2605,1
1,61.0,5,75,Strong beer,369,0
0,19.0,3,70,Fanta,7961,0
1,44.0,2,42,Cola,9374,1
1,19.0,2,26,Strong beer,2017,1
1,65.0,2,25,Cola,2405,0
0,86.0,2,19,Water,4047,0
1,44.0,5,45,Cola,6001,1
1,79.0,2,55,Bugbeer,7438,1
0,0.0,2,31,Strong beer,5580,1
1,45.0,4,54,Bugbeer,5513,0
1,75.0,0,39,Beerbeer,5155,1
1,32.0,2,28,Strong beer,2745,1
1,56.0,1,53,Cola,8025,0
1,91.0,4,52,Fanta,7443,0
1,99.0,3,79,Cola,180,1
1,47.0,4,78,Beerbeer,9213,0
0,45.0,2,59,Water,7246,0
0,49.0,4,22,Cola,7581,1
1,18.0,4,74,Cola,9993,0
0,54.0,0,79,Bugbeer,4907,1
1,62.0,3,54,Cola,6730,1
1,27.0,2,44,Strong beer,3437,1
0,19.0,1,77,Bugbeer,9056,1
1,87.0,5,74,Beerbeer,4963,1
1,1.0,1,39,Fanta,845,1
1,88.0,0,31,Water,6413,0
1,52.0,1,54,Cola,4378,0
1,95.0,2,44,Fanta,6821,0
0,69.0,5,37,Fanta,7440,0
0,38.0,1,20,Water,4738,0
1,71.0,2,45,Cola,1805,1
0,70.0,0,10,Water,1416,0
1,66.0,3,42,Water,587,1
0,58.0,4,80,Water,2893,1
0,20.0,3,17,Fanta,5215,1
0,38.0,1,48,Bugbeer,5833,1
1,18.0,0,52,Fanta,4484,0
0,100.0,5,45,Cola,7122,1
1,38.0,3,52,Cola,1167,0
0,25.0,2,59,Cola,8442,0
0,42.0,2,57,Strong beer,4106,1
0,43.0,2,42,Strong beer,1477,1
0,28.0,2,31,Water,5864,0
0,42.0,1,54,Fanta,9270,0
1,57.0,3,43,Cola,2132,1
1,88.0,0,51,Strong beer,7245,1
0,38.0,3,61,Bugbeer,2694,0
0,100.0,2,75,Bugbeer,4017,0
0,45.0,0,44,Water,1465,0
0,100.0,2,63,Strong beer,3292,0
1,28.0,4,69,Strong beer,9330,1
1,75.0,3,69,Cola,5951,1
1,23.0,0,46,Fanta,7635,0
1,75.0,4,49,Bugbeer,269,1
0,23.0,2,13,Water,9129,0
1,70.0,4,65,Fanta,9000,1
1,97.0,4,77,Beerbeer,4052,0
1,9.0,5,76,Strong beer,160,0
0,49.0,0,20,Cola,3834,1
0,22.0,0,75,Beerbeer,7669,0
1,64.0,5,14,Cola,3096,1
1,64.0,1,79,Bugbeer,2548,1
0,63.0,1,50,Beerbeer,8552,0
0,53.0,0,58,Cola,4116,0
1,92.0,0,49,Water,771,1
1,99.0,2,28,Water,5525,1
0,26.0,1,73,Cola,2369,1
1,40.0,4,17,Water,385,1
1,95.0,2,43,Fanta,3726,1
0,42.0,0,53,Beerbeer,1540,1
0,84.0,0,28,Beerbeer,1710,0
0,22.0,5,30,Fanta,1530,0
1,2.0,2,23,Bugbeer,9712,1
0,66.0,3,35,Strong beer,8631,1
0,59.0,4,61,Strong beer,2662,1
1,37.0,1,43,Water,3195,1
0,57.0,0,78,Cola,3363,0
1,59.0,0,40,Strong beer,4789,0
0,6.0,4,44,Cola,5944,1
1,8.0,3,67,Water,318,1
0,100.0,2,50,Fanta,9777,1
0,25.0,1,10,Water,64,0
0,28.0,2,77,Water,3850,1
1,5.0,5,13,Cola,754,1
0,95.0,0,39,Cola,8986,0
0,83.0,1,43,Cola,5852,1
1,100.0,5,73,Bugbeer,1068,1
1,46.0,4,20,Water,5612,1
1,3.0,0,13,Fanta,2698,1
0,100.0,3,72,Bugbeer,1329,0
0,40.0,1,25,Fanta,6642,1
1,38.0,2,51,Cola,9351,1
1,37.0,1,72,Beerbeer,3142,1
0,9.0,0,55,Cola,3699,0
1,9.0,5,26,Fanta,4553,0
1,28.0,0,42,Fanta,1567,1
1,33.0,2,65,Strong beer,5405,1
1,79.0,2,53,Beerbeer,3417,0
1,72.0,2,18,Fanta,5552,0
1,72.0,2,70,Fanta,9239,0
1,5.0,0,79,Bugbeer,605,0
1,25.0,3,56,Water,3110,1
1,5.0,2,30,Bugbeer,5625,1
1,100.0,3,52,Cola,6472,0
1,6.0,1,26,Strong beer,1945,0
0,84.0,3,60,Cola,5221,1
0,37.0,0,71,Strong beer,7882,1
1,63.0,0,16,Cola,3203,1
1,19.0,5,78,Beerbeer,2385,1
1,27.0,2,32,Strong beer,2108,0
1,28.0,5,36,Beerbeer,9739,1
0,21.0,5,31,Fanta,198,0
1,33.0,1,42,Bugbeer,6801,1
0,54.0,3,51,Water,3732,1
1,9.0,1,41,Water,1929,0
0,100.0,5,24,Bugbeer,5963,1
0,54.0,1,37,Bugbeer,1262,1
0,6.0,2,79,Strong beer,9789,1
1,31.0,4,65,Bugbeer,4273,1
0,21.0,5,14,Water,4367,1
1,51.0,4,15,Cola,1928,1
0,95.0,4,25,Water,5535,0
0,22.0,0,80,Bugbeer,5211,1
0,91.0,5,35,Bugbeer,7251,1
1,19.0,1,63,Water,1982,1
1,2.0,0,59,Water,7618,1
1,21.0,0,63,Cola,4247,1
1,9.0,0,52,Bugbeer,1607,1
1,20.0,0,20,Water,739,1
1,61.0,5,26,Beerbeer,2433,1
0,95.0,5,62,Strong beer,8558,1
0,26.0,4,48,Bugbeer,1667,1
1,64.0,3,56,Strong beer,7266,1
0,23.0,4,75,Water,4515,1
0,8.0,3,37,Fanta,1578,1
1,25.0,0,33,Strong beer,2677,0
0,1.0,1,71,Cola,2221,0
0,64.0,1,29,Beerbeer,2488,0
1,97.0,0,44,Cola,2464,0
0,79.0,0,61,Bugbeer,3370,1
0,6.0,3,36,Bugbeer,2781,1
0,25.0,3,12,Fanta,1319,1
0,34.0,2,34,Bugbeer,3678,0
1,16.0,1,17,Fanta,7336,0
1,51.0,2,74,Cola,5665,0
1,47.0,4,30,Strong beer,4013,1
0,68.0,3,32,Beerbeer,8998,0
0,75.0,5,79,Fanta,9315,0
1,21.0,2,79,Beerbeer,1849,1
0,76.0,2,15,Fanta,8642,0
1,73.0,5,17,Fanta,3229,1
1,5.0,4,38,Fanta,8992,1
0,98.0,0,71,Fanta,9621,0
1,82.0,1,66,Bugbeer,6128,0
0,1.0,2,37,Beerbeer,3598,1
0,91.0,5,17,Fanta,9633,1
1,88.0,5,13,Fanta,6006,1
0,53.0,2,35,Cola,8019,1
0,82.0,0,16,Fanta,7066,0
0,84.0,4,24,Beerbeer,9084,1
1,30.0,4,29,Cola,8592,1
1,14.0,5,58,Cola,6226,0
0,91.0,2,21,Water,9764,0
0,59.0,0,58,Beerbeer,6088,0
1,0.0,0,18,Water,2644,1
1,60.0,2,37,Water,9488,1
1,91.0,5,74,Strong beer,1707,1
1,74.0,4,39,Cola,6441,1
0,0.0,2,19,Water,3289,1
1,68.0,1,14,Cola,6859,1
1,82.0,1,24,Strong beer,4348,0
0,71.0,5,44,Beerbeer,8707,1
0,66.0,4,75,Fanta,3365,0
1,3.0,3,13,Water,3906,0
1,85.0,2,62,Beerbeer,5002,1
0,13.0,5,20,Water,9143,1
0,19.0,3,76,Bugbeer,9238,0
1,100.0,3,13,Cola,6770,1
0,0.0,1,48,Beerbeer,5820,1
1,23.0,4,22,Bugbeer,3175,1
1,100.0,3,79,Fanta,6569,0
1,83.0,5,52,Cola,7905,0
0,20.0,1,17,Fanta,1099,0
1,45.0,0,78,Beerbeer,3272,0
1,4.0,5,56,Fanta,2908,1
1,11.0,5,45,Strong beer,5732,1
0,96.0,5,37,Cola,3015,1
0,52.0,4,45,Water,4873,0
0,16.0,2,53,Fanta,3739,1
0,96.0,0,39,Strong beer,9640,1
0,48.0,5,70,Beerbeer,2840,1
1,61.0,4,44,Water,5414,1
1,90.0,5,24,Bugbeer,3559,1
1,48.0,1,78,Strong beer,5536,1
1,9.0,2,56,Fanta,2216,0
0,35.0,5,74,Strong beer,249,0
1,36.0,2,60,Cola,5348,0
1,29.0,2,43,Beerbeer,8333,0
1,3.0,2,45,Cola,8472,1
1,38.0,2,13,Water,3991,1
0,67.0,3,56,Strong beer,2817,0
1,22.0,5,21,Fanta,2323,0
1,17.0,2,43,Fanta,1132,1
0,81.0,4,78,Bugbeer,5824,1
1,61.0,1,44,Water,4143,1
0,30.0,0,25,Water,8560,1
0,17.0,2,62,Bugbeer,1543,1
0,45.0,2,41,Bugbeer,7295,0
1,93.0,4,27,Bugbeer,2455,1
1,69.0,1,77,Beerbeer,214,1
1,75.0,4,42,Bugbeer,6227,1
1,40.0,0,27,Bugbeer,1568,1
1,43.0,3,61,Strong beer,6767,1
0,70.0,2,75,Water,5703,0
1,87.0,5,60,Cola,7121,1
1,45.0,5,28,Strong beer,2220,1
0,89.0,2,33,Water,2615,0
0,100.0,5,32,Beerbeer,8468,1
1,96.0,3,63,Bugbeer,1742,1
0,79.0,0,36,Beerbeer,1320,0
1,56.0,3,74,Strong beer,6104,1
0,94.0,3,31,Fanta,7458,1
0,48.0,1,58,Bugbeer,8408,0
1,87.0,3,79,Strong beer,8497,1
0,44.0,2,14,Cola,6514,0
1,23.0,4,63,Beerbeer,3154,1
1,32.0,2,59,Fanta,8141,1
1,50.0,2,37,Beerbeer,6739,0
1,26.0,1,72,Bugbeer,9290,1
0,60.0,5,31,Bugbeer,4614,1
1,72.0,2,49,Cola,1970,0
1,95.0,1,48,Cola,7488,1
0,99.0,5,44,Strong beer,5225,1
0,4.0,0,80,Fanta,2514,1
1,73.0,0,69,Bugbeer,5872,1
0,52.0,2,63,Fanta,5242,0
0,91.0,4,57,Beerbeer,6918,1
0,86.0,2,17,Cola,9751,1
1,31.0,0,41,Bugbeer,4396,0
0,16.0,2,73,Fanta,2639,1
0,97.0,2,32,Strong beer,9929,0
1,51.0,0,77,Beerbeer,9696,0
1,9.0,5,41,Fanta,7021,1
1,82.0,4,38,Bugbeer,1771,1
0,53.0,5,51,Water,7372,1
1,81.0,0,52,Cola,9043,1
0,43.0,0,78,Strong beer,9166,0
0,27.0,2,56,Bugbeer,4984,1
1,78.0,1,67,Cola,6771,1
0,14.0,2,61,Bugbeer,1158,0
0,18.0,0,69,Cola,1546,1
1,50.0,0,36,Bugbeer,4714,0
0,92.0,5,71,Beerbeer,4341,1
0,6.0,0,11,Cola,5713,1
1,36.0,1,40,Strong beer,9095,0
0,44.0,2,36,Bugbeer,5554,1
1,56.0,3,27,Fanta,4345,0
1,36.0,3,55,Fanta,5976,1
0,71.0,3,48,Beerbeer,3905,0
1,64.0,2,30,Bugbeer,8233,1
1,99.0,5,75,Strong beer,8888,1
0,48.0,2,80,Bugbeer,5843,1
0,4.0,2,64,Bugbeer,3114,1
0,24.0,4,79,Beerbeer,9918,1
0,86.0,3,23,Water,8674,0
0,84.0,0,58,Fanta,6979,1
0,76.0,3,70,Bugbeer,6505,0
1,14.0,2,13,Cola,7309,0
1,78.0,3,30,Cola,9168,1
1,24.0,5,72,Fanta,6798,0
1,22.0,3,19,Fanta,7043,1
1,18.0,5,15,Cola,350,1
0,100.0,3,19,Cola,7156,1
1,48.0,4,37,Water,2714,1
0,40.0,2,17,Cola,3065,0
1,61.0,1,31,Strong beer,2931,1
1,88.0,3,28,Beerbeer,5771,0
1,74.0,2,13,Fanta,2767,0
1,36.0,4,74,Fanta,1998,1
1,35.0,0,30,Cola,7916,1
1,99.0,2,41,Fanta,9013,0
1,6.0,4,61,Water,4572,1
1,27.0,2,17,Cola,6168,0
0,68.0,2,23,Water,7544,1
0,86.0,2,71,Fanta,8783,0
0,66.0,4,11,Cola,9336,1
1,21.0,0,32,Cola,8351,1
1,77.0,1,54,Strong beer,7299,1
1,47.0,1,72,Cola,2073,0
0,61.0,1,52,Bugbeer,1663,1
1,22.0,0,26,Water,1052,1
0,74.0,1,14,Cola,8519,0
0,97.0,1,24,Beerbeer,7993,1
1,83.0,0,21,Cola,8760,0
0,14.0,3,27,Strong beer,5437,0
0,52.0,1,53,Strong beer,3030,0
1,77.0,4,55,Water,2500,1
0,87.0,0,55,Cola,373,1
1,38.0,1,50,Strong beer,3044,1
0,6.0,1,74,Fanta,6232,1
0,67.0,5,55,Water,2086,0
0,20.0,2,63,Cola,3642,1
0,63.0,3,38,Fanta,9972,1
0,70.0,3,14,Fanta,2888,1
0,17.0,2,12,Water,4016,0
1,60.0,2,65,Beerbeer,5570,0
1,73.0,3,58,Water,2058,1
1,17.0,5,50,Strong beer,8477,1
1,42.0,3,75,Beerbeer,9156,1
1,15.0,1,61,Fanta,9535,0
0,75.0,0,15,Water,4277,1
0,2.0,4,71,Fanta,9500,1
1,96.0,5,18,Fanta,2147,1
1,42.0,2,55,Beerbeer,3134,0
1,81.0,2,76,Strong beer,7750,0
1,33.0,4,80,Cola,2071,0
0,42.0,2,19,Water,459,0
0,53.0,3,66,Bugbeer,2458,1
0,8.0,2,79,Strong beer,6548,1
0,28.0,3,49,Beerbeer,1558,1
1,13.0,3,71,Strong beer,3197,0
1,52.0,2,31,Strong beer,972,0
1,82.0,4,50,Bugbeer,6923,1
0,12.0,3,59,Fanta,3254,0
1,99.0,5,42,Bugbeer,3934,1
0,7.0,5,49,Bugbeer,9978,1
1,24.0,4,70,Bugbeer,7716,1
0,66.0,2,33,Bugbeer,5478,1
0,20.0,2,69,Cola,8361,0
0,22.0,3,50,Water,3907,0
0,97.0,4,38,Bugbeer,4761,1
1,52.0,4,19,Water,5582,1
0,16.0,3,30,Beerbeer,4240,0
1,8.0,1,25,Cola,8705,1
1,19.0,2,22,Cola,7506,0
0,24.0,1,51,Strong beer,2424,0
0,100.0,2,24,Cola,6060,1
0,78.0,1,44,Cola,137,0
1,22.0,5,72,Beerbeer,3993,1
0,31.0,3,18,Water,6694,0
1,12.0,1,38,Beerbeer,6747,1
0,89.0,3,75,Cola,2019,0
1,27.0,2,77,Fanta,9724,1
1,46.0,0,19,Water,2776,0
0,90.0,5,67,Cola,8138,1
0,89.0,1,49,Fanta,4294,0
0,91.0,3,75,Cola,197,0
1,15.0,3,80,Bugbeer,4163,1
1,20.0,5,16,Cola,8229,1
1,18.0,3,42,Fanta,1584,1
0,11.0,2,76,Beerbeer,1236,0
1,57.0,0,17,Fanta,3023,0
0,82.0,2,27,Fanta,1927,1
1,93.0,4,28,Bugbeer,8003,1
0,22.0,1,26,Water,7055,0
0,87.0,0,40,Water,4421,1
0,52.0,4,51,Fanta,173,0
0,100.0,5,63,Cola,2008,1
0,81.0,2,31,Beerbeer,5607,0
1,72.0,5,29,Cola,4749,1
1,25.0,5,40,Beerbeer,6504,1
0,92.0,3,45,Water,7294,0
1,89.0,2,10,Cola,8248,1
0,58.0,2,77,Fanta,936,0
1,93.0,1,14,Water,5544,0
0,11.0,3,49,Water,2515,1
1,64.0,2,71,Strong beer,5388,0
1,27.0,4,71,Fanta,4057,0
0,95.0,4,48,Cola,4319,1
0,65.0,5,63,Strong beer,7527,1
0,17.0,3,72,Fanta,6722,1
1,48.0,1,53,Fanta,5122,1
1,52.0,4,10,Water,358,0
0,57.0,2,28,Water,5496,1
1,95.0,0,22,Bugbeer,8340,1
1,39.0,4,16,Water,9139,1
1,42.0,4,22,Cola,2760,1
1,64.0,1,66,Beerbeer,2040,0
1,67.0,5,57,Beerbeer,6712,1
1,36.0,3,77,Water,3723,1
0,92.0,3,79,Strong beer,403,0
0,75.0,3,75,Strong beer,3016,0
0,6.0,4,71,Beerbeer,3754,1
1,51.0,5,75,Fanta,2366,0
0,85.0,2,80,Bugbeer,4989,0
1,48.0,0,43,Cola,5835,1
1,26.0,3,32,Fanta,2648,0
0,43.0,2,37,Fanta,3975,1
0,48.0,3,25,Strong beer,4756,1
0,67.0,0,45,Strong beer,5723,0
1,23.0,4,59,Water,2796,0
1,13.0,0,69,Beerbeer,8479,1
1,79.0,1,18,Fanta,4831,1
1,58.0,5,37,Strong beer,8005,1
0,55.0,4,55,Cola,3032,0
1,56.0,2,77,Fanta,3564,1
0,38.0,5,78,Fanta,3819,1
0,100.0,2,56,Fanta,5148,1
1,64.0,4,29,Bugbeer,8164,1
0,14.0,3,13,Cola,6557,1
1,15.0,2,68,Beerbeer,2634,1
0,45.0,5,66,Cola,1821,1
0,36.0,2,75,Cola,2049,0
0,100.0,0,33,Strong beer,7583,0
0,63.0,2,21,Strong beer,6906,0
0,25.0,2,36,Cola,5532,1
0,59.0,5,62,Cola,7249,1
0,7.0,1,19,Cola,8668,1
0,14.0,0,17,Water,661,0
1,71.0,1,61,Beerbeer,4850,0
1,50.0,4,50,Bugbeer,9382,0
0,35.0,5,11,Water,6910,1
1,100.0,1,77,Bugbeer,1284,0
1,36.0,4,60,Water,492,0
1,88.0,0,58,Fanta,6936,0
1,18.0,2,14,Water,8474,1
0,76.0,2,49,Cola,6064,0
1,98.0,1,60,Cola,9258,0
0,53.0,5,20,Water,8267,0
0,63.0,5,19,Water,1960,1
0,94.0,0,61,Fanta,4684,0
1,98.0,2,43,Fanta,6193,1
1,3.0,2,33,Strong beer,4706,1
1,35.0,0,26,Water,5776,0
1,9.0,0,34,Beerbeer,6443,1
1,60.0,4,47,Beerbeer,1083,1
1,17.0,5,41,Cola,6946,0
0,4.0,2,18,Cola,9243,1
1,97.0,2,10,Water,8730,1
1,88.0,3,15,Fanta,3286,1
1,1.0,0,30,Strong beer,2609,1
1,40.0,4,60,Beerbeer,4422,0
1,3.0,3,44,Beerbeer,1597,1
0,5.0,0,74,Water,45,1
1,42.0,0,28,Beerbeer,9082,1
0,35.0,1,21,Beerbeer,2356,1
0,72.0,1,71,Beerbeer,7118,0
0,84.0,2,39,Strong beer,4270,0
0,94.0,3,46,Strong beer,3791,1
0,60.0,5,46,Cola,1749,1
0,81.0,5,31,Beerbeer,2332,1
0,48.0,1,28,Water,3515,1
1,97.0,2,18,Fanta,730,0
0,100.0,2,13,Water,6462,0
1,32.0,3,27,Cola,7236,0
1,45.0,1,70,Water,9412,1
0,74.0,2,47,Fanta,4658,0
0,23.0,4,79,Water,3630,1
0,43.0,0,37,Water,3843,0
1,9.0,0,50,Water,3158,0
1,81.0,4,77,Fanta,4479,1
0,76.0,2,64,Beerbeer,2882,0
1,95.0,3,47,Bugbeer,9286,0
1,80.0,2,49,Fanta,6908,1
1,74.0,4,21,Strong beer,9030,1
1,33.0,5,42,Fanta,1566,1
1,7.0,2,60,Beerbeer,6285,1
0,50.0,2,64,Cola,7231,0
0,86.0,3,18,Fanta,1412,1
1,39.0,0,34,Fanta,6476,1
1,4.0,2,66,Beerbeer,7696,1
0,42.0,3,11,Water,4460,1
0,8.0,1,62,Water,5850,1
0,19.0,4,17,Water,2564,1
0,89.0,4,37,Beerbeer,7365,1
1,48.0,2,40,Bugbeer,4331,0
0,82.0,2,32,Water,9659,1
1,84.0,5,67,Bugbeer,6325,1
1,58.0,2,41,Bugbeer,3180,1
0,42.0,5,69,Strong beer,9485,0
1,35.0,0,28,Cola,8666,1
1,33.0,0,44,Bugbeer,8518,0
0,76.0,2,16,Water,242,1
0,31.0,2,68,Beerbeer,2263,0
0,71.0,2,70,Beerbeer,7102,0
0,91.0,3,33,Beerbeer,8190,0
1,88.0,4,55,Water,2237,1
0,54.0,1,14,Fanta,9615,1
0,52.0,2,75,Water,8920,1
1,56.0,1,70,Bugbeer,9553,0
0,90.0,1,49,Beerbeer,452,0
1,56.0,0,77,Strong beer,3945,1
0,29.0,1,30,Strong beer,7382,0
1,63.0,5,31,Fanta,9375,1
0,4.0,3,29,Beerbeer,7063,1
0,80.0,3,63,Beerbeer,5524,1
1,46.0,3,59,Cola,4769,1
1,50.0,4,37,Water,7377,1
0,17.0,5,63,Cola,8863,1
1,26.0,3,44,Strong beer,9907,0
1,100.0,2,28,Strong beer,4630,1
1,59.0,5,57,Cola,8491,1
0,11.0,2,24,Fanta,4034,1
0,8.0,2,12,Fanta,5466,0
1,20.0,3,52,Beerbeer,1152,0
1,96.0,0,21,Water,9140,0
1,100.0,4,50,Bugbeer,8731,1
1,47.0,0,73,Strong beer,1655,0
0,61.0,5,53,Water,8281,1
0,39.0,3,57,Strong beer,9827,1
0,48.0,0,78,Water,2832,0
0,9.0,5,58,Beerbeer,8735,1
0,70.0,3,40,Strong beer,3845,1
0,22.0,2,18,Cola,4312,1
1,32.0,2,36,Fanta,6969,1
1,86.0,3,26,Fanta,3179,1
1,11.0,4,25,Water,2334,0
0,5.0,4,32,Water,5931,0
0,99.0,1,62,Water,9915,0
0,52.0,1,46,Fanta,7630,1
1,63.0,3,59,Cola,9981,1
0,36.0,4,67,Beerbeer,7685,1
1,38.0,0,64,Beerbeer,4638,0
0,2.0,4,31,Bugbeer,4725,1
1,93.0,0,62,Cola,7828,1
0,5.0,3,14,Water,5237,1
0,73.0,2,80,Fanta,2680,1
0,14.0,2,61,Bugbeer,5875,0
1,93.0,4,22,Bugbeer,3711,1
0,80.0,1,34,Cola,8574,1
0,17.0,0,64,Fanta,4410,0
0,43.0,3,69,Cola,9019,0
1,88.0,4,35,Fanta,4978,1
1,6.0,5,70,Cola,177,0
0,9.0,2,12,Fanta,4243,0
0,72.0,4,23,Cola,8991,1
1,97.0,1,71,Water,9767,0
1,43.0,1,57,Fanta,7956,0
0,55.0,3,79,Beerbeer,9469,0
0,22.0,0,59,Bugbeer,641,1
0,54.0,2,54,Bugbeer,4178,1
1,30.0,0,69,Fanta,4121,0
1,25.0,5,38,Bugbeer,6418,1
0,88.0,1,34,Beerbeer,866,1
0,63.0,5,36,Fanta,430,0
1,78.0,5,24,Strong beer,7314,1
1,72.0,3,24,Water,2550,1
0,88.0,2,49,Strong beer,7520,0
1,76.0,2,36,Bugbeer,9227,0
0,1.0,3,70,Fanta,1830,1
1,100.0,2,71,Cola,7274,1
0,27.0,5,36,Bugbeer,8898,1
1,39.0,4,63,Cola,5188,1
0,63.0,2,65,Bugbeer,3064,0
0,19.0,5,27,Fanta,4203,1
1,36.0,2,39,Beerbeer,4752,0
1,100.0,0,37,Bugbeer,630,0
0,71.0,2,33,Water,8169,0
1,73.0,5,44,Strong beer,6766,1
1,13.0,3,13,Water,7668,1
1,75.0,2,46,Fanta,2649,0
1,57.0,2,52,Cola,1205,1
0,21.0,5,52,Beerbeer,4119,0
0,26.0,0,69,Fanta,7316,0
0,21.0,2,66,Strong beer,8855,1
1,80.0,0,78,Beerbeer,7153,0
1,6.0,5,16,Water,7771,1
1,1.0,3,71,Cola,3840,0
0,100.0,1,44,Water,4079,1
0,100.0,3,23,Bugbeer,3054,1
1,94.0,2,39,Bugbeer,6039,1
1,68.0,1,75,Fanta,4507,0
0,25.0,1,51,Strong beer,3293,1
0,78.0,0,11,Fanta,7748,1
0,99.0,0,33,Strong beer,9684,0
0,85.0,3,49,Bugbeer,5933,0
0,79.0,3,44,Water,345,1
0,25.0,1,71,Strong beer,6275,0
1,100.0,2,17,Water,4569,0
1,83.0,1,45,Cola,2978,1
1,29.0,0,41,Water,7140,1
0,59.0,0,23,Cola,6502,1
0,28.0,1,60,Cola,1793,1
0,2.0,1,29,Strong beer,8249,1
1,28.0,3,78,Strong beer,9440,1
0,4.0,5,33,Beerbeer,2262,1
0,40.0,2,69,Bugbeer,6717,1
1,100.0,0,28,Bugbeer,5816,0
1,57.0,4,39,Cola,688,1
0,46.0,4,67,Fanta,8943,0
1,2.0,0,62,Beerbeer,2575,0
1,40.0,0,24,Bugbeer,146,1
1,40.0,2,54,Strong beer,7989,0
0,66.0,1,65,Strong beer,1271,0
1,30.0,2,75,Fanta,3510,1
1,58.0,3,79,Strong beer,5363,1
0,31.0,0,25,Fanta,8919,0
0,11.0,0,49,Water,8232,0
0,63.0,4,23,Strong beer,8899,1
1,42.0,0,62,Cola,282,1
1,99.0,5,14,Water,8949,1
1,67.0,1,16,Fanta,2352,1
0,0.0,3,75,Bugbeer,673,1
0,89.0,4,61,Fanta,7919,1
1,55.0,1,17,Water,4906,1
0,95.0,2,20,Fanta,6925,0
0,4.0,5,64,Bugbeer,3685,1
1,95.0,0,69,Bugbeer,8391,1
1,89.0,3,19,Cola,7631,1
0,42.0,4,65,Cola,7339,0
0,95.0,1,74,Water,495,0
1,28.0,4,49,Cola,9180,1
0,9.0,1,18,Cola,1453,0
1,36.0,0,44,Strong beer,1468,1
0,1.0,2,77,Strong beer,9176,1
0,100.0,5,76,Beerbeer,2416,0
1,58.0,2,32,Cola,4387,1
0,8.0,2,49,Beerbeer,8349,1
1,54.0,0,76,Cola,6321,0
0,35.0,1,15,Fanta,3111,1
1,54.0,2,37,Fanta,6714,1
1,11.0,2,26,Cola,1989,1
0,60.0,5,59,Strong beer,5154,0
1,46.0,0,15,Fanta,435,1
0,100.0,2,17,Fanta,1591,0
0,80.0,4,46,Cola,1829,1
1,43.0,2,21,Water,7955,1
0,73.0,2,30,Fanta,9075,1
1,64.0,2,53,Bugbeer,801,1
1,12.0,3,72,Beerbeer,2793,1
1,100.0,2,57,Fanta,9897,1
1,10.0,4,35,Bugbeer,5941,1
0,60.0,2,25,Beerbeer,5327,1
1,45.0,5,34,Fanta,800,0
0,44.0,4,29,Bugbeer,6864,1
1,64.0,3,38,Strong beer,9691,1
1,41.0,2,79,Water,2435,1
1,5.0,5,42,Fanta,462,1
1,72.0,0,75,Fanta,5397,0
1,100.0,5,42,Beerbeer,3938,1
1,56.0,2,77,Beerbeer,1727,0
0,85.0,2,24,Beerbeer,6211,1
0,70.0,2,36,Water,4290,1
0,41.0,0,22,Beerbeer,1202,0
1,100.0,2,28,Bugbeer,6547,1
1,100.0,1,23,Fanta,3632,1
1,9.0,2,10,Cola,7467,0
0,14.0,5,20,Water,1295,0
1,65.0,5,65,Fanta,7323,1
1,4.0,3,62,Water,8975,1
0,96.0,4,28,Bugbeer,564,1
0,21.0,1,29,Beerbeer,2257,1
1,13.0,4,78,Beerbeer,3259,1
0,50.0,0,10,Cola,4110,0
0,100.0,2,35,Fanta,2738,1
1,67.0,0,71,Beerbeer,8485,0
0,86.0,5,66,Beerbeer,3423,0
0,67.0,5,59,Water,2513,0
0,32.0,0,49,Strong beer,1769,0
1,12.0,4,64,Strong beer,9454,1
0,65.0,2,74,Bugbeer,1446,1
0,31.0,1,79,Cola,7875,0
0,10.0,2,15,Fanta,5334,1
1,72.0,0,36,Water,7554,0
0,32.0,3,79,Strong beer,3654,0
1,44.0,2,28,Water,3562,0
0,54.0,5,15,Cola,556,1
1,96.0,4,23,Beerbeer,765,1
