sex,row_number,liters_drunk,age,drink,check_number,label,age_child,age_adult,age_old,session_start,start_morning,start_afternoon,start_evening
1,55.0,2,14,0,5836,1,1,0,0,14,0,1,0
0,61.0,1,30,1,4615,0,0,1,0,22,0,0,1
1,100.0,5,46,1,7780,1,0,1,0,14,0,1,0
1,4.0,0,71,1,2183,0,0,0,1,7,1,0,0
0,100.0,2,54,0,2000,1,0,0,1,7,1,0,0
1,23.0,3,39,1,7084,0,0,1,0,7,1,0,0
0,79.0,4,44,0,6550,1,0,1,0,7,1,0,0
1,11.0,1,22,0,7123,0,0,1,0,7,1,0,0
0,24.0,4,26,1,8850,1,0,1,0,15,0,1,0
1,97.0,1,73,0,7276,0,0,0,1,23,0,0,1
1,100.0,2,66,1,5983,0,0,0,1,8,1,0,0
0,2.0,3,29,0,1048,1,0,1,0,21,0,0,1
1,100.0,5,37,1,1011,1,0,1,0,21,0,0,1
1,72.0,5,30,0,517,0,0,1,0,15,0,1,0
0,90.0,2,68,1,9727,1,0,0,1,15,0,1,0
1,62.0,0,54,0,9967,1,0,0,1,23,0,0,1
1,19.0,3,78,1,2430,1,0,0,1,15,0,1,0
0,11.0,2,70,0,8513,1,0,0,1,14,0,1,0
0,45.0,1,35,0,8610,1,0,1,0,22,0,0,1
1,35.0,5,24,1,5366,1,0,1,0,8,1,0,0
1,89.0,3,10,0,2758,1,1,0,0,6,1,0,0
1,13.0,2,61,1,3464,1,0,0,1,21,0,0,1
1,77.0,4,74,0,8835,0,0,0,1,21,0,0,1
0,89.0,1,55,1,7963,1,0,0,1,7,1,0,0
1,48.0,2,75,1,6927,1,0,0,1,15,0,1,0
1,15.0,3,76,1,2069,0,0,0,1,21,0,0,1
0,96.0,2,60,1,2120,1,0,0,1,14,0,1,0
0,49.0,5,44,1,8727,1,0,1,0,15,0,1,0
1,23.0,3,51,1,4054,0,0,0,1,7,1,0,0
0,99.0,5,30,1,8770,1,0,1,0,15,0,1,0
1,32.0,0,29,1,3801,1,0,1,0,23,0,0,1
1,99.0,2,65,0,3895,0,0,0,1,15,0,1,0
1,41.0,4,74,0,2353,0,0,0,1,15,0,1,0
0,52.0,3,57,0,3768,0,0,0,1,15,0,1,0
1,97.0,2,74,1,3438,0,0,0,1,22,0,0,1
1,67.0,2,17,0,6419,0,1,0,0,14,0,1,0
1,1.0,4,20,0,8710,0,0,1,0,14,0,1,0
1,4.0,0,41,1,9220,1,0,1,0,22,0,0,1
0,80.0,3,71,1,8040,1,0,0,1,15,0,1,0
0,8.0,0,74,1,7784,0,0,0,1,14,0,1,0
0,47.0,2,71,1,4463,1,0,0,1,21,0,0,1
0,53.0,5,44,0,5434,1,0,1,0,22,0,0,1
1,16.0,3,18,0,1539,0,0,1,0,15,0,1,0
1,88.0,4,43,0,9882,1,0,1,0,8,1,0,0
0,48.0,2,39,0,6089,0,0,1,0,6,1,0,0
1,95.0,3,74,1,3575,0,0,0,1,8,1,0,0
0,13.0,0,73,1,7531,1,0,0,1,7,1,0,0
0,4.0,3,17,0,2736,1,1,0,0,22,0,0,1
1,91.0,3,63,0,651,1,0,0,1,21,0,0,1
1,54.0,2,17,0,3410,1,1,0,0,14,0,1,0
0,94.0,2,70,1,7662,0,0,0,1,8,1,0,0
0,91.0,2,58,0,2864,1,0,0,1,14,0,1,0
0,40.0,4,69,0,9872,0,0,0,1,6,1,0,0
0,3.0,2,34,1,1613,1,0,1,0,6,1,0,0
0,50.0,5,51,0,1792,1,0,0,1,6,1,0,0
0,14.0,2,62,1,72,1,0,0,1,14,0,1,0
0,85.0,1,42,0,8043,1,0,1,0,6,1,0,0
1,62.0,2,19,0,8052,1,0,1,0,7,1,0,0
1,85.0,4,43,0,7275,1,0,1,0,6,1,0,0
0,30.0,5,69,1,6555,0,0,0,1,15,0,1,0
0,77.0,1,38,0,6620,1,0,1,0,15,0,1,0
0,74.0,2,15,0,931,1,1,0,0,15,0,1,0
0,24.0,0,33,0,1455,0,0,1,0,6,1,0,0
1,30.0,5,24,0,2013,0,0,1,0,8,1,0,0
0,34.0,0,38,0,1903,1,0,1,0,22,0,0,1
1,50.0,0,21,0,165,0,0,1,0,23,0,0,1
0,28.0,0,59,0,832,1,0,0,1,15,0,1,0
0,42.0,2,72,0,7152,1,0,0,1,22,0,0,1
0,84.0,0,71,1,4688,1,0,0,1,7,1,0,0
0,24.0,5,16,0,6348,1,1,0,0,22,0,0,1
1,32.0,0,80,1,1492,1,0,0,1,14,0,1,0
1,100.0,3,69,1,7503,1,0,0,1,23,0,0,1
0,27.0,3,38,0,8755,1,0,1,0,8,1,0,0
0,30.0,4,29,1,8571,1,0,1,0,6,1,0,0
1,44.0,5,38,1,5315,1,0,1,0,21,0,0,1
1,79.0,0,45,1,4485,1,0,1,0,8,1,0,0
1,52.0,2,57,1,3200,0,0,0,1,15,0,1,0
1,81.0,0,63,0,8511,1,0,0,1,6,1,0,0
1,3.0,2,47,0,546,1,0,1,0,14,0,1,0
0,44.0,3,45,1,1252,1,0,1,0,14,0,1,0
1,85.0,4,33,0,1610,1,0,1,0,7,1,0,0
1,91.0,4,44,1,7083,1,0,1,0,7,1,0,0
1,43.0,0,38,1,8429,0,0,1,0,21,0,0,1
1,6.0,3,40,1,1641,0,0,1,0,14,0,1,0
0,44.0,0,12,0,9747,0,1,0,0,22,0,0,1
0,82.0,2,22,1,1852,0,0,1,0,6,1,0,0
1,59.0,3,73,1,2389,1,0,0,1,21,0,0,1
1,58.0,3,65,0,5431,1,0,0,1,7,1,0,0
1,54.0,2,36,0,5695,0,0,1,0,21,0,0,1
1,92.0,4,71,0,1322,0,0,0,1,7,1,0,0
1,27.0,3,37,0,4813,0,0,1,0,14,0,1,0
0,61.0,5,52,0,183,0,0,0,1,22,0,0,1
1,44.0,0,10,0,6081,1,1,0,0,6,1,0,0
1,91.0,3,59,1,2005,1,0,0,1,15,0,1,0
0,79.0,4,65,0,1353,0,0,0,1,15,0,1,0
1,33.0,2,67,0,6710,1,0,0,1,22,0,0,1
0,8.0,4,55,1,3904,1,0,0,1,14,0,1,0
1,66.0,4,40,0,4136,0,0,1,0,21,0,0,1
1,57.0,1,45,1,464,1,0,1,0,14,0,1,0
1,98.0,2,64,1,4776,0,0,0,1,21,0,0,1
1,47.0,2,73,0,1519,0,0,0,1,8,1,0,0
0,87.0,2,75,0,1779,1,0,0,1,8,1,0,0
0,92.0,5,50,0,8303,1,0,1,0,15,0,1,0
0,60.0,3,24,0,3141,1,0,1,0,21,0,0,1
1,29.0,3,33,1,5553,1,0,1,0,6,1,0,0
1,97.0,2,73,0,257,0,0,0,1,6,1,0,0
1,67.0,3,74,1,7080,1,0,0,1,6,1,0,0
1,93.0,3,38,0,8507,1,0,1,0,15,0,1,0
1,7.0,0,45,1,2770,0,0,1,0,6,1,0,0
0,87.0,3,59,1,9155,1,0,0,1,14,0,1,0
0,36.0,3,47,1,4592,1,0,1,0,6,1,0,0
1,91.0,2,80,0,3992,1,0,0,1,21,0,0,1
0,64.0,4,59,0,7288,1,0,0,1,15,0,1,0
0,33.0,0,17,0,6549,1,1,0,0,6,1,0,0
1,49.0,4,80,1,9546,1,0,0,1,15,0,1,0
0,67.0,5,10,0,9808,1,1,0,0,14,0,1,0
1,22.0,1,10,0,7026,1,1,0,0,8,1,0,0
0,100.0,0,76,1,3125,1,0,0,1,21,0,0,1
1,88.0,0,13,0,8201,0,1,0,0,6,1,0,0
1,17.0,3,68,1,8528,0,0,0,1,15,0,1,0
0,81.0,4,77,0,5114,0,0,0,1,21,0,0,1
0,21.0,0,57,0,995,0,0,0,1,21,0,0,1
1,23.0,5,37,0,5353,1,0,1,0,7,1,0,0
1,73.0,0,45,1,5671,1,0,1,0,14,0,1,0
0,18.0,3,62,1,5229,1,0,0,1,21,0,0,1
1,60.0,0,47,1,2247,1,0,1,0,21,0,0,1
0,98.0,5,68,0,3810,1,0,0,1,15,0,1,0
1,13.0,2,50,1,2915,0,0,1,0,15,0,1,0
1,25.0,2,42,1,4763,1,0,1,0,15,0,1,0
0,99.0,1,33,1,837,0,0,1,0,14,0,1,0
1,33.0,2,24,1,2472,1,0,1,0,6,1,0,0
0,81.0,1,31,1,824,0,0,1,0,15,0,1,0
1,51.0,5,15,0,4621,1,1,0,0,14,0,1,0
1,40.0,5,54,1,9106,0,0,0,1,23,0,0,1
1,31.0,2,12,0,321,1,1,0,0,15,0,1,0
1,29.0,4,64,0,371,0,0,0,1,15,0,1,0
1,95.0,2,76,0,8677,1,0,0,1,23,0,0,1
0,64.0,0,41,0,6683,1,0,1,0,22,0,0,1
0,4.0,3,44,0,7168,1,0,1,0,15,0,1,0
0,67.0,4,66,0,238,1,0,0,1,14,0,1,0
0,43.0,4,56,1,2280,0,0,0,1,15,0,1,0
0,39.0,2,40,1,4129,1,0,1,0,14,0,1,0
0,73.0,0,44,1,5870,1,0,1,0,21,0,0,1
0,70.0,5,20,0,1762,0,0,1,0,21,0,0,1
0,50.0,4,65,1,812,0,0,0,1,23,0,0,1
0,52.0,2,14,0,2181,1,1,0,0,22,0,0,1
0,28.0,4,45,0,4332,1,0,1,0,21,0,0,1
0,17.0,1,11,0,5717,0,1,0,0,7,1,0,0
0,34.0,1,70,0,3008,1,0,0,1,21,0,0,1
0,85.0,2,68,0,4867,0,0,0,1,21,0,0,1
1,53.0,4,28,0,8139,1,0,1,0,7,1,0,0
0,45.0,0,56,0,329,1,0,0,1,6,1,0,0
1,18.0,1,63,0,4276,0,0,0,1,14,0,1,0
0,86.0,2,46,0,1859,1,0,1,0,23,0,0,1
0,78.0,2,76,1,3074,0,0,0,1,15,0,1,0
0,92.0,2,64,1,9989,0,0,0,1,14,0,1,0
0,39.0,5,11,0,409,1,1,0,0,23,0,0,1
1,65.0,4,68,0,6759,1,0,0,1,15,0,1,0
1,85.0,2,52,0,1917,0,0,0,1,15,0,1,0
0,22.0,5,37,0,3521,1,0,1,0,21,0,0,1
0,14.0,2,80,1,2125,0,0,0,1,7,1,0,0
0,62.0,4,48,0,5169,1,0,1,0,22,0,0,1
1,33.0,3,16,0,9104,1,1,0,0,14,0,1,0
1,19.0,5,58,1,1697,1,0,0,1,15,0,1,0
0,100.0,3,78,1,7849,0,0,0,1,14,0,1,0
0,6.0,2,55,0,7183,0,0,0,1,7,1,0,0
1,53.0,3,32,1,1177,1,0,1,0,15,0,1,0
0,32.0,4,12,0,6102,0,1,0,0,22,0,0,1
0,52.0,2,14,0,3783,1,1,0,0,14,0,1,0
0,35.0,4,73,0,910,1,0,0,1,22,0,0,1
0,1.0,2,58,0,5102,0,0,0,1,15,0,1,0
1,15.0,0,46,1,7297,0,0,1,0,15,0,1,0
0,45.0,3,15,0,1907,0,1,0,0,14,0,1,0
0,44.0,0,35,0,6783,0,0,1,0,21,0,0,1
1,50.0,0,37,1,9495,1,0,1,0,6,1,0,0
1,89.0,3,44,1,1709,1,0,1,0,22,0,0,1
1,14.0,5,75,0,6562,1,0,0,1,14,0,1,0
1,95.0,5,63,1,9111,0,0,0,1,6,1,0,0
1,39.0,2,24,0,378,1,0,1,0,6,1,0,0
0,27.0,3,54,0,5109,0,0,0,1,21,0,0,1
0,70.0,2,41,0,2241,0,0,1,0,22,0,0,1
1,78.0,3,42,1,9441,1,0,1,0,22,0,0,1
1,16.0,3,19,0,6589,0,0,1,0,6,1,0,0
1,70.0,0,73,1,8822,0,0,0,1,7,1,0,0
1,74.0,0,50,0,3736,0,0,1,0,8,1,0,0
1,99.0,1,69,0,1014,1,0,0,1,21,0,0,1
1,100.0,3,49,1,9001,1,0,1,0,7,1,0,0
1,93.0,2,49,1,4107,1,0,1,0,21,0,0,1
1,26.0,5,29,1,1938,1,0,1,0,6,1,0,0
0,64.0,2,41,0,5765,1,0,1,0,21,0,0,1
0,85.0,1,40,1,148,0,0,1,0,21,0,0,1
1,78.0,4,62,1,1247,0,0,0,1,6,1,0,0
0,92.0,0,18,0,49,1,0,1,0,8,1,0,0
0,91.0,3,14,0,3129,0,1,0,0,14,0,1,0
0,40.0,2,62,1,3105,0,0,0,1,6,1,0,0
0,11.0,1,18,0,5759,1,0,1,0,6,1,0,0
1,71.0,4,16,0,7360,0,1,0,0,22,0,0,1
1,74.0,4,45,0,1237,1,0,1,0,21,0,0,1
0,13.0,4,27,0,1268,0,0,1,0,14,0,1,0
0,38.0,5,47,0,8047,1,0,1,0,21,0,0,1
0,51.0,5,71,1,9191,0,0,0,1,15,0,1,0
0,21.0,4,12,0,3919,1,1,0,0,21,0,0,1
1,45.0,5,80,0,4635,1,0,0,1,7,1,0,0
0,3.0,3,37,1,8355,1,0,1,0,22,0,0,1
0,97.0,2,71,0,271,1,0,0,1,8,1,0,0
1,92.0,3,29,1,3107,0,0,1,0,15,0,1,0
1,97.0,3,40,0,9107,0,0,1,0,14,0,1,0
0,81.0,3,55,1,2227,1,0,0,1,14,0,1,0
0,23.0,0,53,1,1909,0,0,0,1,6,1,0,0
0,89.0,2,61,1,7566,0,0,0,1,21,0,0,1
0,14.0,2,71,0,6151,0,0,0,1,6,1,0,0
0,59.0,0,20,0,8699,0,0,1,0,15,0,1,0
1,36.0,1,23,1,8524,0,0,1,0,21,0,0,1
1,49.0,2,29,1,791,1,0,1,0,15,0,1,0
1,69.0,0,43,1,1594,1,0,1,0,21,0,0,1
1,51.0,4,39,0,6795,0,0,1,0,23,0,0,1
1,35.0,4,12,0,5940,0,1,0,0,14,0,1,0
1,43.0,4,14,0,8097,1,1,0,0,6,1,0,0
1,37.0,1,63,0,9572,1,0,0,1,7,1,0,0
1,17.0,3,60,1,6713,0,0,0,1,21,0,0,1
0,47.0,0,18,0,6391,1,0,1,0,22,0,0,1
1,70.0,2,41,1,3848,0,0,1,0,6,1,0,0
1,1.0,2,35,1,1142,1,0,1,0,14,0,1,0
0,67.0,5,59,1,6201,0,0,0,1,21,0,0,1
0,89.0,3,62,1,6689,0,0,0,1,8,1,0,0
1,43.0,1,45,1,976,1,0,1,0,21,0,0,1
1,1.0,3,39,1,7112,1,0,1,0,21,0,0,1
0,30.0,5,37,1,2343,1,0,1,0,7,1,0,0
1,60.0,2,62,0,3099,1,0,0,1,22,0,0,1
1,90.0,4,31,0,5196,1,0,1,0,21,0,0,1
1,6.0,4,57,1,6832,1,0,0,1,21,0,0,1
1,86.0,2,68,1,2420,1,0,0,1,21,0,0,1
0,45.0,3,65,0,1978,0,0,0,1,15,0,1,0
1,80.0,4,50,0,1053,1,0,1,0,22,0,0,1
0,100.0,3,21,0,237,0,0,1,0,6,1,0,0
0,29.0,4,78,1,6,0,0,0,1,15,0,1,0
1,83.0,3,73,1,261,1,0,0,1,7,1,0,0
1,55.0,3,30,0,538,0,0,1,0,15,0,1,0
1,3.0,1,24,0,5814,0,0,1,0,7,1,0,0
0,86.0,1,68,1,2341,0,0,0,1,7,1,0,0
1,11.0,2,19,0,9799,1,0,1,0,22,0,0,1
0,72.0,1,67,0,9033,0,0,0,1,7,1,0,0
0,68.0,0,16,0,8713,1,1,0,0,14,0,1,0
1,42.0,1,70,1,665,1,0,0,1,7,1,0,0
0,100.0,5,72,1,2037,1,0,0,1,8,1,0,0
0,44.0,0,58,1,8929,1,0,0,1,7,1,0,0
0,18.0,2,27,1,7722,1,0,1,0,15,0,1,0
1,13.0,0,76,1,3855,1,0,0,1,14,0,1,0
1,12.0,5,50,1,444,1,0,1,0,6,1,0,0
0,84.0,3,23,1,132,1,0,1,0,7,1,0,0
0,16.0,5,52,0,2329,1,0,0,1,21,0,0,1
1,78.0,2,11,0,4196,1,1,0,0,15,0,1,0
0,44.0,2,74,1,7431,1,0,0,1,6,1,0,0
0,81.0,1,61,0,2082,1,0,0,1,15,0,1,0
0,55.0,2,25,1,6237,1,0,1,0,6,1,0,0
0,62.0,1,39,0,9537,0,0,1,0,7,1,0,0
1,80.0,0,27,1,3443,0,0,1,0,15,0,1,0
0,63.0,0,75,0,7046,1,0,0,1,15,0,1,0
0,35.0,1,59,1,8703,1,0,0,1,22,0,0,1
1,11.0,5,24,1,2324,1,0,1,0,21,0,0,1
0,22.0,5,35,0,5078,0,0,1,0,7,1,0,0
0,0.0,2,78,1,5659,0,0,0,1,7,1,0,0
0,8.0,4,48,0,9052,0,0,1,0,22,0,0,1
1,11.0,4,28,0,5935,1,0,1,0,15,0,1,0
0,83.0,2,68,1,6971,1,0,0,1,15,0,1,0
1,84.0,5,35,0,3966,0,0,1,0,6,1,0,0
1,36.0,0,24,0,3882,0,0,1,0,6,1,0,0
1,39.0,4,24,0,3361,1,0,1,0,21,0,0,1
1,45.0,4,52,0,7412,1,0,0,1,8,1,0,0
1,32.0,4,45,1,7470,1,0,1,0,22,0,0,1
1,60.0,5,68,1,2075,1,0,0,1,23,0,0,1
1,100.0,4,34,0,9490,1,0,1,0,15,0,1,0
1,49.0,4,39,0,1999,1,0,1,0,6,1,0,0
1,88.0,2,35,0,5161,0,0,1,0,7,1,0,0
1,91.0,0,71,1,8990,1,0,0,1,8,1,0,0
0,93.0,3,43,0,8909,0,0,1,0,23,0,0,1
0,54.0,0,47,1,4333,0,0,1,0,6,1,0,0
0,61.0,0,67,1,9737,0,0,0,1,15,0,1,0
0,0.0,1,47,0,484,1,0,1,0,15,0,1,0
0,39.0,2,35,0,3948,1,0,1,0,15,0,1,0
1,1.0,2,42,0,3424,0,0,1,0,15,0,1,0
1,10.0,5,33,1,6596,1,0,1,0,22,0,0,1
0,97.0,2,32,1,4130,1,0,1,0,14,0,1,0
1,28.0,3,65,1,1386,0,0,0,1,22,0,0,1
1,22.0,4,10,0,4271,1,1,0,0,21,0,0,1
0,2.0,0,80,1,1294,1,0,0,1,6,1,0,0
0,6.0,1,22,1,9268,1,0,1,0,7,1,0,0
1,36.0,1,33,1,5355,1,0,1,0,22,0,0,1
1,94.0,0,48,1,6040,0,0,1,0,6,1,0,0
1,18.0,2,52,0,2826,0,0,0,1,6,1,0,0
1,28.0,4,61,1,3776,1,0,0,1,23,0,0,1
1,74.0,5,61,1,7398,0,0,0,1,23,0,0,1
0,17.0,5,77,0,4318,1,0,0,1,21,0,0,1
0,34.0,2,67,1,4839,1,0,0,1,22,0,0,1
0,84.0,0,38,1,6657,0,0,1,0,21,0,0,1
1,67.0,5,57,1,288,0,0,0,1,15,0,1,0
1,40.0,1,29,0,1207,0,0,1,0,6,1,0,0
0,88.0,5,76,1,3393,1,0,0,1,7,1,0,0
0,52.0,4,43,0,4856,1,0,1,0,15,0,1,0
1,13.0,4,47,1,3335,1,0,1,0,14,0,1,0
0,18.0,2,39,1,6682,0,0,1,0,14,0,1,0
1,34.0,5,54,0,4120,1,0,0,1,14,0,1,0
1,40.0,1,70,1,9292,0,0,0,1,8,1,0,0
0,19.0,0,58,1,6107,1,0,0,1,14,0,1,0
0,9.0,5,71,0,2525,1,0,0,1,22,0,0,1
1,99.0,1,72,1,7949,1,0,0,1,23,0,0,1
1,80.0,5,29,1,6103,1,0,1,0,22,0,0,1
0,44.0,2,79,1,5802,0,0,0,1,15,0,1,0
0,54.0,2,40,0,4002,1,0,1,0,14,0,1,0
1,83.0,4,34,0,3555,1,0,1,0,7,1,0,0
1,84.0,0,44,1,8209,0,0,1,0,15,0,1,0
0,100.0,0,23,1,9601,1,0,1,0,6,1,0,0
1,1.0,0,18,0,3112,0,0,1,0,8,1,0,0
0,46.0,0,37,0,864,1,0,1,0,7,1,0,0
1,16.0,4,65,1,1275,0,0,0,1,6,1,0,0
0,79.0,5,25,0,0,0,0,1,0,14,0,1,0
0,18.0,3,41,1,6533,1,0,1,0,21,0,0,1
0,10.0,2,30,1,2526,1,0,1,0,6,1,0,0
0,72.0,2,27,0,4434,0,0,1,0,6,1,0,0
0,3.0,5,16,0,1448,1,1,0,0,21,0,0,1
0,77.0,2,45,1,8264,1,0,1,0,6,1,0,0
1,100.0,3,33,0,9529,0,0,1,0,23,0,0,1
1,47.0,4,58,1,9184,0,0,0,1,8,1,0,0
0,100.0,2,47,0,7734,0,0,1,0,15,0,1,0
1,76.0,0,69,1,9496,1,0,0,1,15,0,1,0
1,100.0,0,24,0,71,1,0,1,0,22,0,0,1
1,68.0,2,73,0,4627,1,0,0,1,14,0,1,0
1,28.0,0,17,0,6353,1,1,0,0,15,0,1,0
0,75.0,3,60,0,4777,1,0,0,1,14,0,1,0
1,7.0,1,24,1,3162,1,0,1,0,21,0,0,1
1,39.0,4,25,0,683,1,0,1,0,6,1,0,0
1,45.0,4,60,0,4310,1,0,0,1,7,1,0,0
0,45.0,5,47,1,8803,1,0,1,0,23,0,0,1
0,47.0,1,56,0,6311,1,0,0,1,21,0,0,1
1,100.0,2,77,1,1651,0,0,0,1,22,0,0,1
0,26.0,2,68,0,3862,0,0,0,1,21,0,0,1
1,36.0,3,50,1,880,1,0,1,0,6,1,0,0
0,10.0,4,30,0,9369,0,0,1,0,8,1,0,0
0,84.0,3,80,1,9248,1,0,0,1,7,1,0,0
1,39.0,2,50,1,8815,1,0,1,0,8,1,0,0
1,26.0,0,37,0,7732,1,0,1,0,7,1,0,0
1,64.0,0,14,0,4144,1,1,0,0,21,0,0,1
0,17.0,0,39,0,3640,0,0,1,0,8,1,0,0
0,89.0,3,35,1,8443,1,0,1,0,7,1,0,0
1,48.0,0,74,1,8238,1,0,0,1,15,0,1,0
1,0.0,2,80,0,4088,0,0,0,1,23,0,0,1
1,8.0,0,59,1,4368,1,0,0,1,14,0,1,0
0,4.0,2,71,1,4811,1,0,0,1,7,1,0,0
0,85.0,2,14,0,1494,1,1,0,0,15,0,1,0
1,51.0,1,22,1,4147,1,0,1,0,23,0,0,1
1,11.0,4,41,1,4997,1,0,1,0,21,0,0,1
0,100.0,4,11,0,5086,0,1,0,0,21,0,0,1
1,17.0,4,37,0,1220,0,0,1,0,6,1,0,0
1,4.0,1,70,0,8434,1,0,0,1,14,0,1,0
1,87.0,2,13,0,7049,1,1,0,0,6,1,0,0
0,83.0,2,41,1,1,1,0,1,0,21,0,0,1
0,95.0,0,50,0,8369,1,0,1,0,7,1,0,0
0,100.0,4,45,0,5092,1,0,1,0,22,0,0,1
0,22.0,5,79,1,1351,1,0,0,1,14,0,1,0
0,85.0,1,74,0,2785,1,0,0,1,15,0,1,0
1,100.0,2,37,0,2583,0,0,1,0,15,0,1,0
1,45.0,1,54,1,1774,0,0,0,1,15,0,1,0
1,100.0,3,31,0,8746,1,0,1,0,7,1,0,0
0,46.0,4,76,1,4910,0,0,0,1,23,0,0,1
1,55.0,2,14,0,5818,0,1,0,0,15,0,1,0
0,100.0,5,26,1,5576,1,0,1,0,15,0,1,0
1,1.0,1,10,0,77,1,1,0,0,6,1,0,0
1,70.0,5,32,1,1690,1,0,1,0,7,1,0,0
0,94.0,2,15,0,1249,1,1,0,0,15,0,1,0
0,66.0,1,25,0,9275,1,0,1,0,7,1,0,0
1,35.0,4,33,0,8418,1,0,1,0,6,1,0,0
1,97.0,2,58,0,1848,1,0,0,1,21,0,0,1
0,89.0,5,37,0,5669,0,0,1,0,15,0,1,0
0,97.0,3,50,0,1257,1,0,1,0,8,1,0,0
1,19.0,5,78,0,7234,0,0,0,1,15,0,1,0
0,35.0,1,32,1,9785,1,0,1,0,8,1,0,0
0,96.0,1,17,0,7621,1,1,0,0,22,0,0,1
1,36.0,2,12,0,2061,1,1,0,0,14,0,1,0
0,21.0,1,60,0,1782,0,0,0,1,6,1,0,0
1,100.0,5,47,1,9801,1,0,1,0,21,0,0,1
1,100.0,5,58,1,583,1,0,0,1,22,0,0,1
1,100.0,4,27,1,8907,1,0,1,0,21,0,0,1
0,50.0,0,27,0,7264,1,0,1,0,15,0,1,0
0,12.0,4,46,1,1267,1,0,1,0,7,1,0,0
0,85.0,0,49,1,1760,1,0,1,0,6,1,0,0
0,9.0,1,56,0,4798,1,0,0,1,6,1,0,0
0,1.0,4,72,1,3130,0,0,0,1,14,0,1,0
0,86.0,3,20,0,2823,1,0,1,0,7,1,0,0
1,98.0,3,48,0,1992,0,0,1,0,6,1,0,0
0,11.0,0,65,1,6234,1,0,0,1,14,0,1,0
1,53.0,2,21,1,9850,0,0,1,0,23,0,0,1
0,18.0,4,53,0,5608,0,0,0,1,6,1,0,0
0,88.0,3,43,0,6343,0,0,1,0,7,1,0,0
0,100.0,4,11,0,2278,0,1,0,0,8,1,0,0
0,26.0,0,36,0,6600,1,0,1,0,21,0,0,1
0,33.0,5,80,1,3927,1,0,0,1,22,0,0,1
0,0.0,5,13,0,1691,1,1,0,0,21,0,0,1
1,15.0,4,43,1,5837,1,0,1,0,7,1,0,0
1,35.0,5,34,0,3668,1,0,1,0,6,1,0,0
0,54.0,0,70,0,9,0,0,0,1,7,1,0,0
1,12.0,4,71,1,8122,1,0,0,1,6,1,0,0
1,91.0,2,41,0,8438,0,0,1,0,21,0,0,1
1,6.0,1,23,0,3426,0,0,1,0,15,0,1,0
0,94.0,0,35,1,285,0,0,1,0,21,0,0,1
0,32.0,2,73,1,9990,1,0,0,1,22,0,0,1
0,28.0,1,19,0,4035,0,0,1,0,21,0,0,1
1,98.0,2,30,0,3057,1,0,1,0,23,0,0,1
0,89.0,5,44,1,7077,1,0,1,0,21,0,0,1
1,81.0,4,14,0,6489,0,1,0,0,7,1,0,0
0,10.0,0,18,0,8177,1,0,1,0,15,0,1,0
1,4.0,3,39,0,6939,1,0,1,0,6,1,0,0
0,66.0,2,78,0,7931,0,0,0,1,23,0,0,1
1,100.0,4,29,1,6465,1,0,1,0,8,1,0,0
0,85.0,5,64,0,2065,1,0,0,1,8,1,0,0
0,9.0,3,62,1,8386,1,0,0,1,22,0,0,1
0,6.0,0,73,0,7979,0,0,0,1,6,1,0,0
0,70.0,1,69,1,2731,1,0,0,1,6,1,0,0
0,12.0,1,59,1,5545,0,0,0,1,14,0,1,0
1,34.0,2,52,0,7165,1,0,0,1,6,1,0,0
0,85.0,3,58,0,5100,1,0,0,1,14,0,1,0
1,25.0,1,53,0,4671,1,0,0,1,15,0,1,0
0,37.0,1,50,1,5803,0,0,1,0,15,0,1,0
0,87.0,2,23,1,2636,0,0,1,0,7,1,0,0
0,43.0,4,58,1,5472,1,0,0,1,14,0,1,0
0,36.0,5,50,0,2205,1,0,1,0,21,0,0,1
0,100.0,1,26,1,6365,1,0,1,0,21,0,0,1
0,45.0,0,23,1,9531,1,0,1,0,22,0,0,1
1,94.0,4,13,0,5175,0,1,0,0,8,1,0,0
1,92.0,0,53,0,912,0,0,0,1,15,0,1,0
0,20.0,2,44,1,1266,0,0,1,0,15,0,1,0
0,48.0,5,17,0,2866,1,1,0,0,22,0,0,1
1,83.0,2,20,0,2740,1,0,1,0,7,1,0,0
0,100.0,4,14,0,5806,1,1,0,0,21,0,0,1
1,9.0,0,35,0,8007,1,0,1,0,14,0,1,0
0,65.0,3,24,0,5019,1,0,1,0,14,0,1,0
1,48.0,4,11,0,3832,0,1,0,0,21,0,0,1
0,61.0,1,24,0,7469,1,0,1,0,22,0,0,1
1,42.0,5,46,1,3583,1,0,1,0,14,0,1,0
0,43.0,0,80,0,7005,0,0,0,1,6,1,0,0
1,66.0,2,31,0,8658,1,0,1,0,14,0,1,0
0,77.0,1,29,0,5289,0,0,1,0,15,0,1,0
0,9.0,3,21,1,1995,1,0,1,0,21,0,0,1
0,80.0,4,35,0,9662,0,0,1,0,21,0,0,1
1,100.0,2,75,1,6996,0,0,0,1,15,0,1,0
1,13.0,2,42,0,4042,1,0,1,0,22,0,0,1
0,77.0,0,27,0,3687,1,0,1,0,21,0,0,1
0,90.0,4,23,0,471,1,0,1,0,14,0,1,0
0,85.0,5,15,0,6774,1,1,0,0,15,0,1,0
0,53.0,3,59,0,7282,0,0,0,1,15,0,1,0
1,55.0,2,68,0,4073,0,0,0,1,22,0,0,1
0,85.0,1,15,0,1725,0,1,0,0,15,0,1,0
